label,fileSize_log10,shannonEntropy,isExecutable,isScript,isDLL,nullByteRatio,printableAsciiRatio,highByteRatio,byteMean,byteStdDev,controlCharRatio,whitespaceRatio,uniqueByteCount,longestNullRun,entropyFirstQuarter,entropyLastQuarter,isPE,peNumSections,peMaxSectionEntropy,peCodeSectionRatio,peEntryPointInCode,peHasDebugInfo,peImportCount,peExportCount,peResourceRatio,peSectionNameAnomaly,peTimestampAnomaly,peVirtualSizeRatio,stringCount,stringDensity,avgStringLength,maxStringLength,suspiciousStringCount,urlCount,ipAddressCount,registryPathCount,base64StringCount,hashPartialMatch
0,2.95653900261836,4.70978464994741,0.0,0.0,0.0,0.016616717512715064,0.8956851348274472,0.01826378684835173,0.4117015611007446,0.13759125608877176,0.01257317051819129,0.2625566077571199,0.19573088827763532,0.000817978892311135,0.5361151672987898,0.569776848248357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.742366946695774,0.7851172281527233,0.059557724991953,0.08373664802559597,0.0,0.056633847285724265,0.0,0.0,0.0,0.0
1,5.244124240783176,6.620678035638892,1.0,0.0,1.0,0.10992190517370841,0.25241612670051,0.280670649412589,0.48149364290998525,0.6015797053015408,0.006722658838970259,0.03193741726265985,0.8843435799328704,0.004738008725262791,0.8083255886106883,0.7515504461396815,1.0,0.41323322161588677,0.7007987735480229,0.3778711448701401,1.0,0.0,0.4010918641920542,0.0,0.1475268159362286,1.0,0.0,0.15828431495147322,1.639429850790341,0.13883050138131586,0.1785960175054425,0.20619348288597425,0.5352811077075723,0.4313215339541856,0.08708831234649993,0.5513963878576666,0.07603571802730606,0.0
1,3.8292104671574143,4.815414490073563,0.0,1.0,0.0,0.009352470860818507,0.8130045918839729,0.008690317517969549,0.4048485665360306,0.22760026307713963,0.007316800949173628,0.23900443634277208,0.20569480942795912,0.0026436415254305753,0.526163978505909,0.6742877933684085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9261801134115912,0.5668368970581388,0.16117670628446348,0.3533748189925807,0.4714148222319783,0.4173821422896844,0.1583927909296702,0.11555600051324655,0.13307993144723473,0.0
1,2.945944159533955,5.047309139016878,0.0,1.0,0.0,0.007845062094822726,0.8951037802051092,0.01601282429301498,0.41616745572728253,0.19062860935503734,0.004381043796529135,0.15500482974735239,0.43883790024422936,0.0004858066518293112,0.6915015956587711,0.6755266801674241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1904221091559504,0.5220409675070428,0.07285627509352591,0.3735906754869702,0.3687589529663768,0.22631425544837958,0.14870927814584792,0.15777674219697557,0.42693777431295993,0.0
1,3.6447786782657796,4.664103281208422,0.0,1.0,0.0,0.010945270721626684,0.7829579944754275,0.00490412371357253,0.3565686085759996,0.2670726929205475,0.012124470417398232,0.1554673809963089,0.24355428396425827,0.00014426620511147294,0.36619993230918624,0.7183346445422494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2326802822208363,0.6787857101959952,0.14269767596460572,0.3179105827944374,0.30447406998412124,0.29535410105152515,0.15952993894876147,0.3713448636332978,0.3469462969841949,0.0
0,4.643970870290872,3.5544255555242636,0.0,0.0,0.0,0.022934681174606206,0.726886009233462,0.021112954799702394,0.3267402692722318,0.26867469431343277,0.0028835680590821276,0.21587025841307084,0.48141883405999775,0.00017303970102972867,0.5710648676058219,0.5702001640950077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.655148905560706,0.7647893622765252,0.08194100563619792,0.031124649904337533,0.0,0.10286048314696553,0.0,0.0,0.0,0.0
0,4.554645771286193,4.286712128791303,1.0,0.0,1.0,0.1910784733953264,0.25008830285661043,0.266954924480683,0.5424089540814595,0.6231548827864809,0.0073096937021222014,0.03231634737913921,0.8770402658663174,0.008145614846877336,0.6251502059635771,0.6159271897590852,1.0,0.2087477314185267,0.5491683231828746,0.3410678007859102,1.0,0.0,0.3144365081816247,1.0,0.1209447550695202,0.0,0.0,0.10771098708849779,2.782459771358657,0.15014964975420014,0.11883766343492955,0.07159529632352558,0.06927298805032991,0.0,0.0,0.0,0.023551556620931655,0.0
1,5.5139254134158175,6.9844709431963645,1.0,0.0,1.0,0.07903901280022024,0.0812559843617042,0.36688812212200705,0.4908514774101838,0.6716914744819205,0.044156887073520446,0.018064483348975716,0.9902056391940778,0.0031752915709811723,1,0.9309615245609919,1.0,0.2576103499357319,0.9312830443647248,0.12226891347733558,0.0,0.0,0.16269388630476495,0.0,0.012303579597370311,1.0,0.0,0.9217862632219747,1.1455877079462249,0.018894126241493184,0.06288140238893558,0.03802835266163722,0.05789066661260302,0.0,0.0,0.0,0.13013863304446668,0.0
1,5.241754603211887,7.3703838568980835,1.0,0.0,1.0,0.01744120976658632,0.10790013589904665,0.4653906895540636,0.5074071021307862,0.5927881695479919,0.015175396228540843,0.006137594899718157,0.9777249286080549,0.0011320940848104112,0.8721164491483095,0.8386956185256672,1.0,0.26323663540404835,0.9667219342536857,0.03347400858878456,1.0,0.0,0.045530234925512315,0.0,0.005988499155798181,1.0,0.0,0.8214917527224137,0.013122316475779439,0.022372417465794724,0.052733414174362905,0.03682156874059664,0.1324962480882802,0.0,0.0,0.0,0.1198281817611708,0.0
1,5.000366033608876,5.680748996818406,1.0,0.0,1.0,0.10486624501805537,0.1652425564416422,0.2531708043749626,0.5488557556085845,0.5413051425674893,0.02144169861971374,0.03893738526659936,0.9864987984276379,0.008874329852131164,1,0.5164509066098539,1.0,0.45842527179968157,0.6184600703656299,0.2694747155894207,1.0,0.0,0.47644434558165916,0.0,0.18644558581941928,0.0,0.0,0.27076297419994455,1.7767404616210658,0.07808825367846718,0.11540736259236921,0.13135927792391594,0.5677411308800677,0.3551709660805722,0.23736569548950076,0.4896859974573446,0.2858631388791695,0.0
0,4.6424765131842705,6.0003888437002075,1.0,0.0,0.0,0.0893866343305398,0.46817740736206664,0.25354703345449386,0.42329579208749224,0.483750000721311,0.04359009862584935,0.03328586256760335,0.9269611701746239,0.002261262315340704,0.6058208301016165,0.6062114578811013,1.0,0.2601894973984278,0.6579354680967986,0.36106118905333384,1.0,0.0,0.4464646133092047,1.0,0.13065509209839732,0.0,0.0,0.03446580331491342,3.104856299453557,0.17914074229184052,0.11509997161711621,0.09817938688901913,0.043379154089556574,0.0,0.0,0.0,0.0029391854615676803,0.0
0,4.9376658315988395,4.381377047660204,0.0,0.0,0.0,0.02937431622571106,0.7641886378705034,0.026824649303212347,0.37513171166758225,0.21915775134842752,0.01221339492526216,0.28402179477462863,0.24387015144271781,0.0024034121631208603,0.5145881615896183,0.6706949398020405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1698600742402605,0.6201678156200175,0.03687934381991213,0.05327451534461486,0.0,0.029249313946405373,0.0,0.0,0.0,0.0
0,4.351474360910175,5.101502318016104,1.0,0.0,0.0,0.1223380220404179,0.2617701965822691,0.12776846253011426,0.7734288486415897,0.6870868473649796,0.00996507029596456,0.05263351975608691,0.8825663401422774,0.009532770309785589,0.6327135583316741,0.4745738141437112,1.0,0.32388982530583166,0.6086746455892807,0.39828368582615886,1.0,0.0,0.22425819561335564,0.0,0.15869746485915998,0.0,0.0,0.02731398831863001,2.0577215026393954,0.20701167656506472,0.18271145938853228,0.13939008843044887,0.03666322500691943,0.0,0.0,0.0,0.010929472884496456,0.0
0,5.504125387223193,5.671614158316016,1.0,0.0,0.0,0.06132031464383564,0.3225560776726461,0.30560000849571156,0.6506172310214933,0.45635272189242915,0.015661154998592434,0.04694689347611012,0.9090467836596872,0.015048824104191498,0.7752714930072089,0.6977559309603496,1.0,0.17526959256811991,0.6871966764486455,0.1180980893901955,1.0,1.0,0.2806672372886308,1.0,0.2023297755716537,0.0,0.0,0.14187126132782152,2.6620606254503434,0.13239808503730605,0.09415384022664283,0.11478882720478961,0.08083550582453576,0.0,0.0,0.0,0.026029540333956498,0.0
1,6.309977794879291,6.091014426092493,1.0,0.0,0.0,0.12341047768191195,0.3137310934599826,0.3644692829025387,0.4647733294494458,0.5228569501727208,0.006083523192405949,0.042326407351974495,0.9900581900248693,0.008796767273666992,0.6750326192723197,0.828464841384793,1.0,0.30258761544966817,0.7423252459467121,0.38632494142954266,1.0,0.0,0.49317232747483963,0.0,0.046928656959021965,1.0,1.0,0.07400705647057888,2.2103934200297846,0.0747606350249419,0.14579323677578768,0.10780527149031921,0.4001548682625129,0.04853862187622199,0.30384208364351556,0.4658042202197812,0.18300114655191876,0.0
1,4.256610694906493,5.031867100933814,0.0,1.0,0.0,0.007588090316513587,0.9296172600660474,0.008919085153607023,0.3600447306122137,0.218449127169044,0.004367821773953818,0.15959875345674665,0.5585290439850166,0.0010330514427617289,0.5512742428834138,0.5302646916612546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.233484731192606,0.4920255413822571,0.13722074157977865,0.2950087028658579,0.1880747787717891,0.21721941422171193,0.0,0.29516359249277746,0.085125491890094,0.0
0,5.26474063581455,5.630594907359293,1.0,0.0,1.0,0.08515320503001954,0.42410143589939286,0.20152435625937493,0.4426990887054898,0.5199569213590927,0.02512319753322409,0.06378781631212854,0.979845410131102,0.013656978916974408,0.7399977334892042,0.6354563256446013,1.0,0.3644979038326497,0.7664091843430909,0.4833625561277405,1.0,0.0,0.3852544393431872,0.0,0.1589219466407087,0.0,0.0,0.12849177198778888,2.863589269896811,0.147942588000641,0.14520947878859558,0.05850137857828888,0.11059074859838121,0.0,0.0,0.0,0.023498313258552724,0.0
1,3.9061639452582018,5.0813515738533575,0.0,1.0,0.0,0.007304419135745228,0.7851883172033172,0.014643597313248921,0.3278144197894559,0.11901561626031595,0.009758852379370825,0.20358565010986907,0.41602816899571227,0.0010054340832655994,0.4561397983357871,0.6566107127575057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.097114444930437,0.5906522038729559,0.08966929503155976,0.40345835056120943,0.3789122374110091,0.2941956008000048,0.1961345389199503,0.5188847340187251,0.6973727877456889,0.0
1,3.833245764779219,4.409275897165976,0.0,1.0,0.0,0.017316792665412802,0.900208867992822,0.0029777365614405043,0.3750888098750926,0.1552670624085317,0.0077255946924668795,0.13348580231049362,0.4396158101772891,0.0006127143684894108,0.7004138693478442,0.363845671909145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0844579655959494,0.8203426190622979,0.1607739666170457,0.3767615019069509,0.3350106818374346,0.4700428467038902,0.10783510010761399,0.503655513269002,0.14561234305380438,0.0
1,2.797291330722255,4.402941783757469,0.0,1.0,0.0,0.00835411457286323,0.8455561816248499,0.013531822771260561,0.37918619539170034,0.2655712477619109,0.018539048187303935,0.2219509988946241,0.47829838581290807,0.00044618337114106163,0.4404302618928384,0.5840514951466672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7501764725725866,0.593294502996815,0.22854303270651743,0.3425225252237565,0.4560035892051892,0.2668827920436368,0.06408974573279437,0.2344004395054716,0.4514429912180413,0.0
0,6.906657818069423,5.302299133437629,1.0,0.0,0.0,0.1697128890546583,0.4174411701531469,0.21688625097253922,0.530532068075587,0.5500604142504713,0.001506720510322638,0.05448854395881077,0.9098522504996531,0.00973648779772292,0.5018238031975091,0.36832097865618424,1.0,0.3772165526909643,0.6083346951831121,0.21615813614273155,1.0,0.0,0.33021141857767183,1.0,0.28389981797788694,0.0,0.0,0.0626318198838271,2.968475631579128,0.13849097981412006,0.1817951665096862,0.06280904578276159,0.03871744353439568,0.0,0.0,0.0,0.04602961851496261,0.0
0,5.514050870522979,5.379928366565386,0.0,0.0,0.0,0.02072493402801674,0.7365959752732255,0.02316859698652324,0.32960404361550655,0.23663381506445824,0.010182321553895944,0.2656909783875345,0.2400516972470393,0.0005058592880588256,0.7205032811467506,0.5453611651300884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.427835788401418,0.7690582008523098,0.07006654256469087,0.0415779714385511,0.0,0.10109926000857244,0.0,0.0,0.0,0.0
1,3.772231807781968,5.007976153749557,0.0,1.0,0.0,0.007933211359457784,0.8281973732604424,0.014140330433865356,0.3153921532158954,0.19257552003940226,0.00638014872554088,0.1828143745516359,0.44951535720689517,0.0016821656702618645,0.5025196623010402,0.7303900541457015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7074088235568152,0.45736440412489066,0.12910176395377207,0.40644899702158327,0.5261590369781424,0.33700886770150684,0.2722274278735113,0.27043747679211433,0.5408630060797691,0.0
0,4.669468440839761,5.905487018685764,1.0,0.0,1.0,0.15493915564975486,0.3502711394883957,0.26336319601146296,0.4956645043306543,0.35440539209628263,0.019270652431173433,0.06261469586647611,0.9170273726358806,0.009179627403232811,0.6351130131589386,0.7009435410592205,1.0,0.3635466635150683,0.5780767909749123,0.32958950699296985,1.0,0.0,0.36919753589164106,1.0,0.17315372961254202,0.0,0.0,0.008716009422448864,2.7065098156075553,0.2670097518437307,0.03810783215614778,0.06919847472203319,0.03743560543003913,0.0,0.0,0.0,0.017945172032111347,0.0
1,4.485287116272858,6.0825522594378825,1.0,0.0,0.0,0.11967170735358733,0.26535752009754365,0.33549586769885753,0.38819581959116906,0.5472914895988392,0.011885616458004733,0.023743645744965354,0.8512045934846457,0.0062782413550202506,0.8438779049054289,0.6198926467014783,1.0,0.42349264538825004,0.5755477569012296,0.24646013421130225,1.0,0.0,0.5565875964630235,0.0,0.016867440757965535,0.0,1.0,0.2669556709703019,1.8256753613954866,0.18152280111584573,0.1602271451824258,0.18921361773806789,0.5967921574663122,0.46690249928165906,0.2539363100953293,0.058868704574541464,0.1378510738430445,0.0
1,5.201400156673322,5.815633607191166,1.0,0.0,0.0,0.10517575056121287,0.21741374527400537,0.3202208931175706,0.44666996061472686,0.5198636306580939,0.012776380053921097,0.03973439735335074,0.8843452692767805,0.008726497186906998,0.9981816495872567,0.9183671471653613,1.0,0.3416923210331924,0.7460842811036901,0.31886123999882354,1.0,0.0,0.3857409765505648,0.0,0.08050097029058777,1.0,1.0,0.20409688969337653,2.6275812728956875,0.10526982989121794,0.09410750919636961,0.22724216963195903,0.2696996139638516,0.23248820345201682,0.40468610510978864,0.34473539582347634,0.09482698302203765,0.0
0,7.1051621169438235,5.389665358299019,1.0,0.0,1.0,0.1511817966730273,0.0,0.30083177855995785,0.5705383144383479,0.4521255522546497,0.016773581622261943,0.015513850709512424,0.9380777882629977,0.016110999649656232,0.5623087974674026,0.5874813004667128,1.0,0.28715771761863484,0.6672378592472332,0.3444107496354478,1.0,0.0,0.19524525533213888,1.0,0.14868279321176606,0.0,0.0,0.06124137918998922,2.092075093083447,0.19911670386708014,0.11014607486966975,0.057302348721598916,0.0262789635453784,0.0,0.0,0.0,0.024896075894145657,0.0
0,5.244127090922536,6.773814668160453,1.0,0.0,0.0,0.24061344109233568,0.2990062328440978,0.38060815361623507,0.4194146122313949,0.5564570082219646,0.021275486174522226,0.06031734854498291,0.9498404188016237,0.0038999297329850857,0.8210989328864162,0.7498058321048058,1.0,0.3904544689656313,0.6727850299986755,0.24712098253544335,1.0,0.0,0.2603266731774328,0.0,0.1427003311706658,0.0,0.0,0.018865458693168594,2.993114550489753,0.20093711253374993,0.12394577730149339,0.09462045445976032,0.046215510215993516,0.0,0.0,0.0,0.01445561726193481,0.0
0,4.41597695567832,6.078417095377391,1.0,0.0,1.0,0.12503341576650664,0.2615659109970353,0.4824949985397179,0.47071708221897623,0.6826121015190726,0.007546817412903202,0.011010552742298105,0.9598736635031813,0.015113279128467978,0.811578277658689,0.713330795319321,1.0,0.30527247640766353,0.7790492540064683,0.1855958958743278,1.0,0.0,0.37239925698985316,0.0,0.2183022762231509,0.0,0.0,0.13036883229762272,2.222633519019806,0.15824766067069165,0.12524504662054375,0.10270912507138139,0.038038151694943644,0.0,0.0,0.0,0.012970475176618602,0.0
0,5.318336129367687,6.583206282034729,1.0,0.0,1.0,0.20157613344249684,0.26882817120824887,0.2911595409891299,0.6755742230264151,0.5429975852069152,0.0316670855889558,0.05175142253335531,0.9683920305392624,0.015041429052973067,0.541435033165769,0.6737652649346368,1.0,0.44494852006846014,0.7477246128647184,0.408884776781293,1.0,1.0,0.27433349127557544,0.0,0.14295632965960578,0.0,0.0,0.17346378902374393,2.7952128120466444,0.14780635612681187,0.12310958332130745,0.05707303445242606,0.0,0.0,0.0,0.0,0.010375598842323534,0.0
1,3.341867103246965,5.437477191287037,0.0,1.0,0.0,0.007088713561867781,0.7790083339426972,0.004541110310597874,0.31638416753387877,0.15993392158069003,0.01434766539955102,0.1048016634230112,0.28934473068110106,0.0,0.6324937393651752,0.43115827602976414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5454349864282053,0.6724643411867512,0.08349333699812568,0.34004813404711726,0.5229318410641848,0.44578374590188985,0.25454707037119634,0.5369583043389653,0.9360888431391814,0.0
0,5.272185228558109,6.5002645705098985,1.0,0.0,0.0,0.11560750133816614,0.23228565797228773,0.314450906301663,0.3302224369445267,0.5706396507211177,0.027170470241244436,0.01666061069845142,0.928424897311208,0.01355488322591431,0.7080168279200799,0.6345275977213859,1.0,0.3939448074313833,0.705846561581454,0.24781145109900446,1.0,1.0,0.28132511978217023,0.0,0.07509007597689325,0.0,0.0,0.018876455982373072,1.6334520189617465,0.25486936677813066,0.10770779753317099,0.13880788492712817,0.054534074990350956,0.0,0.0,0.0,0.027647076297139035,0.0
1,5.217562176197355,6.246231451370277,1.0,0.0,0.0,0.14280159094671224,0.23916593229805075,0.3858100017257902,0.43386479163598746,0.5760883920467215,0.02820619957149306,0.037671364413462034,0.9068697124472049,0.00030951905070366985,0.7407338649952581,0.762531278983158,1.0,0.4021827905620415,0.7872978766152834,0.18351621808663776,1.0,0.0,0.8715538851666941,0.0,0.16190138156666262,1.0,0.0,0.22956736228216468,2.4739034653236933,0.1170534291399719,0.1141005192913451,0.06052191906185263,0.3032721395269673,0.14564995346366766,0.19687147173665284,0.501218288757881,0.11464614815693669,0.0
1,4.945705984968575,7.328760217633545,1.0,0.0,0.0,0.0585613410797637,0.0704588701082796,0.35487323204212,0.5424739268149484,0.6502377683714626,0.013897801681333335,0.002964744764143521,1.0,0.0,0.8788303592903802,0.9346046714459851,1.0,0.19268515120739474,0.9754269912941177,0.09470589135099851,1.0,0.0,0.04647646521347743,0.0,0.013079484713875631,1.0,1.0,0.6420795089675333,1.2712761349509403,0.06436669412273707,0.046935794176127976,0.0,0.08080657222277084,0.0,0.0,0.0,0.10876017924616854,0.0
1,3.2068509295823553,4.974648834105992,0.0,1.0,0.0,0.012927990503701546,0.8532815799879468,0.0,0.3237406296282079,0.2007495754294891,0.0048995907628694236,0.21638214876540068,0.29569134384450546,0.0019047990358920176,0.44142095922440966,0.7043143211150216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.201516488130913,0.755467979546644,0.19256242935567502,0.3758685711023037,0.441729693579083,0.158669833761294,0.03628934685701855,0.3448831918918697,0.21211201420900627,0.0
0,5.0892890565999505,4.34084406034278,0.0,0.0,0.0,0.031625319535239005,1.0,0.03648881445442008,0.35124808231882976,0.20330105971852624,0.0021099925402591497,0.25518930437582066,0.3590577376866056,0.0035396854273281185,0.5865701888738967,0.5282973893034094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7647187786340046,0.8001529122876082,0.11171086235225641,0.033419324297255096,0.0,0.08156406854021611,0.0,0.0,0.0,0.0
1,5.420158719083867,5.819445843662022,1.0,0.0,0.0,0.07664014289643097,0.20828212174033914,0.320921343272343,0.5611058349804414,0.5098367760621156,0.02391972010743771,0.03271588394284867,0.9160393770696748,0.004763638855083163,0.5957322640608325,0.7850351906883254,1.0,0.22066929523395895,0.6851704120517104,0.31797683384224684,1.0,0.0,0.41001297863259856,0.0,0.10481836251824898,0.0,0.0,0.30899992434110335,2.976802431819653,0.11371972758330157,0.020307729587048323,0.240652797834728,0.4737777602750206,0.20270109758412402,0.11262623716670418,0.3781622690232694,0.23817168505282396,0.0
1,5.404429769323247,5.80727812354894,1.0,0.0,1.0,0.12365934914740616,0.2021489692293263,0.3494586166108454,0.45054504969781295,0.6611930913857732,0.013127971936358503,0.032397242771176935,0.8620381906844106,0.005049047415562948,0.6388275623417821,0.7345192590615354,1.0,0.33702441728672095,0.6226742225634407,0.2100164102125841,1.0,0.0,0.00500537650778532,0.0,0.0707524290114178,1.0,0.0,0.08523913817742906,2.044669724252209,0.16037786698236917,0.09915677315415487,0.221557285726055,0.7757776861316278,0.3085977666746423,0.23128715690267904,0.47758780699444847,0.006918909625491937,0.0
1,3.7383795419980497,5.339398807895444,0.0,1.0,0.0,0.013695499710450386,0.8493662320934382,0.002738830205259183,0.34731453666882856,0.23830995881777284,0.007208030790865117,0.12926835411944856,0.28884550555699284,0.0013656659640776294,0.506324345216392,0.669772707878633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.799284915894627,0.7598210585461203,0.08647408820486263,0.463514726174965,0.42877976693367814,0.21073103521108555,0.20299158872978434,0.3323130567039834,0.7371665698779493,0.0
0,3.0174671606854986,3.8189944129006124,0.0,0.0,0.0,0.01809893719538487,0.8797475520708347,0.03594350494201859,0.38107820966548367,0.17906144966941234,0.00702873994160523,0.19307855296424783,0.10559002877410048,0.0031941244788162267,0.6023821871212544,0.3841513464265898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.470337199441058,0.7248974981869585,0.07780503915167318,0.06815958096686617,0.0,0.004725430900486188,0.0,0.0,0.0,0.0
